,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
964,14013,10,11,13,22,28,04,12,"324,041,671",1,"10,000,000",91,"61,637","137,312,298",2014-01-29
965,14012,09,20,21,23,29,05,07,"308,985,857",1,"9,827,845",64,"74,203","126,548,654",2014-01-27
966,14011,04,06,14,24,35,07,12,"305,399,026",1,"10,000,000",26,"273,756","138,131,180",2014-01-25
967,14010,05,10,20,26,27,01,03,"289,164,215",2,"10,000,000",42,"167,815","126,731,854",2014-01-22
968,14009,10,18,25,29,33,07,08,"277,824,746",2,"7,224,139",125,"26,297","123,676,782",2014-01-20
969,14008,11,13,20,28,35,01,05,"282,150,599",1,"10,000,000",29,"242,212","137,668,320",2014-01-18
970,14007,08,11,14,21,32,03,11,"263,085,157",5,"6,378,533",99,"47,129","123,439,275",2014-01-15
971,14006,01,04,07,16,35,06,08,"279,505,469",0,0,29,"186,411","119,059,472",2014-01-13
972,14005,15,17,18,29,33,04,08,"251,264,064",4,"6,981,095",38,"125,187","132,360,353",2014-01-11
973,14004,07,10,19,27,28,09,12,"259,377,488",2,"7,468,802",60,"65,432","121,043,337",2014-01-08
974,14003,07,11,13,21,33,05,06,"262,749,156",2,"7,696,913",41,"110,773","121,231,014",2014-01-06
975,14002,01,12,21,24,29,01,07,"265,231,194",1,"10,000,000",49,"126,117","134,448,795",2014-01-04
976,14001,05,13,20,23,29,08,11,"245,814,203",1,"10,000,000",51,"92,763","120,984,608",2014-01-01
977,13153,04,05,16,17,30,03,09,"235,568,607",0,0,35,"180,278","120,218,297",2013-12-30
978,13152,09,12,14,18,19,03,09,"208,662,004",5,"7,025,670",26,"232,835","129,948,961",2013-12-28
979,13151,02,13,21,27,30,03,04,"218,469,468",0,0,33,"144,273","115,202,750",2013-12-25
980,13150,06,07,14,18,22,08,11,"195,421,794",1,"10,000,000",19,"282,164","110,252,541",2013-12-23
981,13149,06,07,08,09,13,05,07,"180,873,480",2,"9,420,969",37,"143,073","121,299,463",2013-12-21
982,13148,02,05,09,29,32,03,07,"177,610,569",1,"10,000,000",26,"132,788","110,251,832",2013-12-18
983,13147,03,09,22,24,25,05,09,"171,377,233",2,"9,377,504",23,"214,583","106,840,083",2013-12-16
984,13146,06,07,15,25,31,01,09,"168,244,721",1,"10,000,000",48,"117,365","120,844,765",2013-12-14
985,13145,02,13,15,18,20,02,11,"153,157,780",0,0,29,"217,052","110,223,270",2013-12-11
986,13144,03,20,21,23,35,02,08,"128,088,241",1,"10,000,000",14,"437,197","110,147,338",2013-12-09
987,13143,03,08,14,21,31,06,08,"118,184,260",2,"9,012,573",41,"139,102","121,306,535",2013-12-07
988,13142,06,11,25,28,29,04,12,"115,535,221",1,"9,930,590",50,"82,434","111,067,962",2013-12-04
989,13141,05,15,18,25,31,08,10,"111,701,804",0,0,44,"115,776","107,596,104",2013-12-02
990,13140,01,12,17,26,28,01,06,"91,556,766",4,"5,000,000",49,"141,727","116,980,853",2013-11-30
991,13139,05,06,18,20,31,06,07,"82,963,265",3,"5,000,000",33,"163,536","108,440,465",2013-11-27
992,13138,03,08,13,17,24,07,09,"81,149,879",14,"5,091,780",303,"12,000","109,150,434",2013-11-25
993,13137,04,12,32,33,34,06,08,"152,139,878",2,"7,657,598",79,"35,223","122,455,002",2013-11-23
994,13136,05,11,15,25,28,05,11,"154,167,079",4,"6,096,792",53,"56,919","111,309,765",2013-11-20
995,13135,04,13,19,25,26,07,12,"171,612,098",0,0,32,"148,280","107,973,516",2013-11-18
996,13134,02,13,19,23,32,02,09,"148,480,349",0,0,38,"163,558","117,471,260",2013-11-16
997,13133,02,08,10,16,17,09,12,"122,965,280",1,"10,000,000",17,"363,869","109,127,259",2013-11-13
998,13132,23,26,28,31,34,02,10,"105,675,073",4,"6,470,096",57,"60,497","106,761,393",2013-11-11
999,13131,12,15,29,30,31,04,12,"116,854,488",0,0,54,"96,982","117,449,499",2013-11-09
1000,13130,08,09,15,19,30,06,09,"95,469,948",3,"6,876,234",51,"75,049","109,732,548",2013-11-06
1001,13129,11,23,29,30,33,01,04,"103,338,276",3,"6,770,618",56,"76,983","108,505,512",2013-11-04
1002,13128,11,13,27,33,35,01,02,"113,183,371",10,"5,214,305",150,"12,000","120,450,087",2013-11-02
1003,13127,03,14,16,19,32,05,10,"165,583,037",3,"6,988,364",42,"103,291","110,020,727",2013-10-30
1004,13126,09,10,15,18,30,03,06,"172,845,865",3,"7,164,717",39,"92,509","109,378,334",2013-10-28
1005,13125,04,08,14,23,28,04,08,"178,104,632",6,"5,787,443",64,"57,509","119,978,991",2013-10-26
1006,13124,05,07,18,21,32,10,11,"207,891,533",1,"10,000,000",43,"81,806","110,782,997",2013-10-23
1007,13123,02,09,10,33,34,05,12,"201,386,997",0,0,28,"129,263","106,562,135",2013-10-21
1008,13122,15,17,20,24,35,04,12,"183,742,526",1,"10,000,000",19,"312,585","114,607,447",2013-10-19
1009,13121,03,18,19,20,24,03,12,"167,954,219",2,"8,513,182",26,"209,983","107,502,799",2013-10-16
1010,13120,06,14,15,22,26,03,11,"167,252,806",0,0,13,"413,988","103,379,902",2013-10-14
1011,13119,01,02,16,23,35,01,11,"144,276,439",1,"10,000,000",32,"199,228","114,833,494",2013-10-12
1012,13118,04,06,11,20,31,01,05,"124,989,788",1,"10,000,000",30,"168,855","102,403,342",2013-10-09
1013,13117,05,16,23,25,33,07,12,"112,954,194",1,"5,000,000",22,"198,669","94,444,889",2013-10-07
1014,13116,13,22,23,30,33,09,11,"97,540,922",1,"5,000,000",45,"97,922","106,157,155",2013-10-05
1015,13115,05,16,29,32,34,04,11,"87,253,881",9,"5,000,000",166,"12,000","90,887,232",2013-10-02
1016,13114,06,17,21,23,33,01,09,"135,253,881",6,"6,173,985",511,"12,000","101,049,414",2013-09-30
1017,13113,19,21,23,28,30,08,12,"154,688,007",4,"6,675,534",161,"24,961","114,354,307",2013-09-28
1018,13112,02,10,20,22,29,05,12,"164,634,801",1,"10,000,000",25,"218,418","102,958,306",2013-09-25
1019,13111,07,12,13,20,27,01,03,"151,209,447",1,"9,239,212",81,"47,398","102,613,684",2013-09-23
1020,13110,07,16,18,32,33,02,07,"149,035,335",2,"9,388,735",28,"175,199","110,067,240",2013-09-21
1021,13109,13,20,26,29,32,02,06,"145,869,127",1,"10,000,000",24,"218,948","99,337,442",2013-09-18
1022,13108,05,10,13,15,18,02,11,"134,193,271",0,0,22,"272,836","98,043,296",2013-09-16
1023,13107,07,13,14,18,25,05,12,"111,070,403",0,0,26,"204,245","103,336,022",2013-09-14
1024,13106,06,07,12,13,27,03,12,"88,399,110",1,"5,000,000",40,"121,097","96,682,691",2013-09-11
1025,13105,07,13,27,30,34,01,12,"73,054,761",1,"5,000,000",33,"112,342","95,015,234",2013-09-09
1026,13104,02,05,11,27,29,01,11,"61,624,635",0,0,29,"197,797","103,746,815",2013-09-07
1027,13103,05,08,13,16,31,03,09,"37,443,844",3,"5,000,000",59,"63,673","94,510,010",2013-09-04
1028,13102,06,12,15,19,26,02,11,"36,350,423",0,0,21,"223,330","90,509,576",2013-09-02
1029,13101,04,09,13,15,32,02,09,"14,743,158",2,"5,000,000",22,"251,803","99,608,666",2013-08-31
1030,13100,09,12,24,26,30,05,09,"6,402,825",3,"5,000,000",39,"96,355","91,302,467",2013-08-28
1031,13099,04,11,28,30,33,05,12,"12,009,973",4,"5,000,000",73,"12,000","90,552,001",2013-08-26
1032,13098,02,06,16,29,34,10,11,"35,352,220",2,"5,000,000",52,"72,072","96,508,845",2013-08-24
1033,13097,07,08,13,17,32,03,08,"28,216,869",1,"5,000,000",16,"265,204","87,209,004",2013-08-21
1034,13096,17,19,20,22,26,06,08,"19,111,160",0,0,24,"182,404","82,602,563",2013-08-19
1035,13095,03,17,28,30,33,01,10,"642,661",3,"5,000,000",24,"141,883","85,079,922",2013-08-17
1036,13094,03,28,33,34,35,06,09,0,10,"24,000",271,"12,000","89,359,971",2013-08-14
1037,13093,01,05,17,18,26,05,07,0,6,"1,211,256",59,"36,407","91,058,614",2013-08-12
1038,13092,07,10,21,27,33,03,09,0,4,"2,958,913",64,"45,478","100,655,848",2013-08-10
1039,13091,04,09,28,34,35,02,08,0,7,"723,495",130,"12,000","94,094,638",2013-08-07
1040,13090,02,26,30,31,33,11,12,"5,263,955",2,"5,000,000",39,"74,580","93,663,331",2013-08-05
1041,13089,06,07,23,24,29,04,11,"2,846,241",3,"5,000,000",39,"103,008","103,107,680",2013-08-03
1042,13088,03,05,08,33,35,01,03,0,37,"1,150,769",197,"12,000","101,099,585",2013-07-31
1043,13087,09,12,22,32,34,02,04,"42,617,129",1,"5,000,000",23,"212,239","102,329,273",2013-07-29
1044,13086,09,16,26,29,31,06,09,"28,968,747",16,"5,000,000",83,"38,878","118,005,920",2013-07-27
1045,13085,08,19,23,27,32,03,05,"98,643,241",3,"6,975,684",65,"62,063","109,057,485",2013-07-24
1046,13084,08,22,26,29,35,01,05,"105,974,540",0,0,31,"139,049","109,893,917",2013-07-22
1047,13083,26,29,30,32,35,04,10,"86,994,313",14,"5,000,000",345,"12,000","123,762,556",2013-07-20
1048,13082,03,09,25,26,33,03,12,"171,994,313",0,0,30,"155,511","112,633,760",2013-07-17
1049,13081,07,09,15,17,23,02,07,"150,300,415",1,"10,000,000",34,"209,297","115,556,938",2013-07-15
1050,13080,06,21,23,27,31,04,06,"132,673,164",0,0,27,"221,780","121,739,755",2013-07-13
1051,13079,09,10,17,21,34,01,07,"106,225,828",2,"8,780,721",81,"52,183","111,146,788",2013-07-10
1052,13078,02,07,23,31,33,02,08,"104,883,662",2,"8,951,872",29,"150,547","110,464,206",2013-07-08
1053,13077,24,26,30,32,35,06,12,"103,028,044",3,"7,605,661",61,"75,745","121,705,850",2013-07-06
1054,13076,13,15,16,26,27,09,10,"106,302,568",3,"7,405,796",34,"153,561","110,287,003",2013-07-03
1055,13075,01,11,13,19,35,07,08,"111,311,262",2,"8,098,136",28,"169,939","111,388,586",2013-07-01
1056,13074,06,14,20,24,32,01,07,"112,228,527",3,"6,569,851",63,"63,912","124,113,767",2013-06-29
1057,13073,03,05,23,27,31,02,06,"124,925,587",3,"7,333,431",34,"165,827","116,689,022",2013-06-26
1058,13072,12,27,28,33,35,03,05,"131,224,965",7,"5,560,590",159,"18,887","115,290,338",2013-06-24
1059,13071,13,19,26,27,28,03,11,"170,320,645",3,"7,929,319",77,"61,669","129,186,697",2013-06-22
1060,13070,09,12,18,21,29,01,08,"172,138,704",1,"10,000,000",75,"58,389","113,538,678",2013-06-19
1061,13069,06,12,13,16,30,07,12,"165,804,899",1,"10,000,000",41,"130,460","112,197,585",2013-06-17
1062,13068,10,17,27,34,35,05,07,"151,050,094",5,"6,057,629",73,"41,475","123,220,775",2013-06-15
1063,13067,02,03,05,08,29,10,12,"168,117,873",3,"7,144,174",17,"214,417","105,168,115",2013-06-12
1064,13066,06,07,13,33,34,02,11,"173,469,085",1,"10,000,000",55,"73,519","108,172,336",2013-06-10
1065,13065,09,28,31,34,35,02,09,"164,666,357",1,"10,000,000",284,"14,102","123,733,625",2013-06-08
1066,13064,21,24,26,28,32,01,03,"159,171,307",1,"10,000,000",21,"250,446","109,225,079",2013-06-05
1067,13063,03,05,11,27,28,05,06,"146,067,573",1,"10,000,000",25,"208,892","108,064,818",2013-06-03
1068,13062,01,05,08,09,12,09,12,"133,663,835",5,"7,129,714",36,"184,871","123,085,059",2013-06-01
1069,13061,01,14,18,21,32,05,10,"142,690,976",0,0,18,"346,026","104,825,840",2013-05-29
1070,13060,15,25,26,32,35,05,10,"116,219,946",7,"5,477,724",57,"37,010","97,754,407",2013-05-27
1071,13059,03,08,11,24,27,07,12,"148,773,878",0,0,42,"113,884","107,444,050",2013-05-25
1072,13058,20,21,27,31,35,07,11,"125,968,561",2,"9,312,826",27,"187,922","97,868,322",2013-05-22
1073,13057,07,15,27,33,35,07,10,"123,030,080",0,0,22,"170,063","95,419,334",2013-05-20
1074,13056,11,22,30,32,35,03,04,"106,703,983",2,"8,215,874",59,"81,973","106,923,534",2013-05-18
1075,13055,04,05,22,23,24,03,09,"107,162,071",3,"6,903,540",35,"114,786","97,894,933",2013-05-15
1076,13054,05,08,21,30,32,01,08,"114,882,950",4,"6,929,758",23,"202,599","97,491,675",2013-05-13
1077,13053,13,31,33,34,35,05,07,"123,304,395",8,"5,000,000",231,"12,000","107,125,902",2013-05-11
1078,13052,01,02,10,29,31,01,10,"166,304,395",6,"6,034,952",52,"73,925","99,005,450",2013-05-08
1079,13051,05,08,15,18,33,07,08,"189,058,365",1,"10,000,000",46,"95,987","101,017,433",2013-05-06
1080,13050,14,22,30,32,33,07,08,"183,101,262",2,"7,415,141",56,"50,952","108,845,242",2013-05-04
1081,13049,18,22,25,31,32,04,06,"185,855,837",1,"10,000,000",38,"88,974","90,270,660",2013-05-01
1082,13048,10,11,23,32,33,01,04,"180,774,662",7,"5,505,453",43,"76,089","93,439,302",2013-04-29
1083,13047,12,20,28,30,35,03,11,"228,283,036",0,0,25,"182,602","108,924,465",2013-04-27
1084,13046,15,16,19,25,32,05,11,"207,466,383",0,0,28,"175,327","98,130,483",2013-04-24
1085,13045,08,11,12,21,25,02,07,"186,295,531",3,"7,189,671",41,"107,688","98,754,178",2013-04-22
1086,13044,07,11,13,18,28,05,10,"192,471,304",2,"8,372,919",29,"176,096","108,144,031",2013-04-20
1087,13043,07,13,25,34,35,07,09,"192,316,919",2,"6,632,735",30,"96,754","100,358,246",2013-04-17
1088,13042,02,06,22,23,33,01,06,"200,479,790",2,"9,154,000",28,"182,193","98,411,504",2013-04-15
1089,13041,03,13,14,15,34,05,08,"198,017,788",3,"6,640,933",81,"29,727","108,882,630",2013-04-13
1090,13040,16,17,22,26,35,03,10,"205,633,582",1,"10,000,000",12,"482,261","98,544,111",2013-04-10
1091,13039,06,23,30,33,35,07,10,"192,846,712",0,0,42,"68,767","96,554,089",2013-04-08
1092,13038,01,19,24,25,26,07,09,"180,313,811",0,0,28,"160,166","103,728,759",2013-04-06
1093,13037,02,26,31,32,34,06,08,"159,171,880",1,"8,717,832",40,"56,847","93,728,141",2013-04-03
1094,13036,08,12,32,33,35,03,05,"158,595,131",1,"9,305,077",40,"66,745","94,764,559",2013-04-01
1095,13035,05,14,28,32,34,07,08,"157,137,514",6,"6,345,873",34,"143,178","105,886,815",2013-03-30
1096,13034,01,03,11,19,29,04,08,"175,024,647",3,"6,840,774",23,"182,556","98,117,695",2013-03-27
1097,13033,12,18,22,28,31,01,11,"183,084,465",0,0,16,"359,497","94,424,531",2013-03-25
1098,13032,12,27,28,33,35,01,08,"159,896,906",1,"10,000,000",35,"108,929","101,795,038",2013-03-23
1099,13031,12,17,18,26,32,10,11,"152,903,939",1,"10,000,000",23,"200,474","92,857,755",2013-03-20
1100,13030,03,05,09,10,28,05,07,"142,906,622",0,0,24,"169,964","92,399,963",2013-03-18
1101,13029,05,07,17,25,26,04,10,"124,168,043",1,"10,000,000",50,"74,024","100,525,965",2013-03-16
1102,13028,13,19,28,30,34,08,12,"117,290,371",0,0,30,"143,436","90,226,179",2013-03-13
1103,13027,03,12,14,24,35,03,08,"99,217,311",1,"5,000,000",29,"133,467","88,478,779",2013-03-11
1104,13026,02,10,16,30,33,05,06,"86,999,987",3,"5,000,000",64,"49,382","96,984,428",2013-03-09
1105,13025,03,23,25,26,28,10,12,"95,037,003",1,"5,000,000",13,"339,352","89,233,230",2013-03-06
1106,13024,09,12,14,18,24,01,04,"84,966,486",1,"5,000,000",20,"258,208","88,302,567",2013-03-04
1107,13023,05,19,24,26,35,05,07,"68,857,932",0,0,36,"100,825","93,617,454",2013-03-02
1108,13022,03,04,13,17,23,03,08,"53,204,819",1,"5,000,000",14,"290,650","86,402,223",2013-02-27
1109,13021,23,24,28,30,33,01,11,"43,329,822",1,"5,000,000",28,"142,537","84,584,535",2013-02-25
1110,13020,06,11,20,31,32,05,09,"30,797,768",0,0,33,"83,353","90,505,561",2013-02-23
1111,13019,06,12,17,29,30,07,11,"18,419,704",1,"5,000,000",57,"45,540","78,774,727",2013-02-20
1112,13018,20,23,31,33,34,03,09,"11,738,506",1,"5,000,000",48,"31,860","72,887,266",2013-02-18
1113,13017,11,14,22,29,34,05,11,0,39,"4,762,252",123,"31,945","92,868,182",2013-02-16
1114,13016,05,15,19,27,32,08,09,"170,130,710",0,0,23,"185,254","93,354,624",2013-02-06
1115,13015,14,15,26,32,33,01,11,"152,902,085",2,"7,891,600",22,"187,018","90,554,838",2013-02-04
1116,13014,05,08,25,29,31,02,04,"154,624,839",1,"10,000,000",41,"108,995","102,516,364",2013-02-02
1117,13013,13,15,29,30,35,01,11,"146,150,128",0,0,61,"43,411","91,878,143",2013-01-30
1118,13012,01,14,31,32,34,02,11,"135,535,963",0,0,11,"457,265","90,273,475",2013-01-28
1119,13011,01,02,08,15,23,06,09,"116,673,757",3,"8,253,813",20,"268,910","103,189,764",2013-01-26
1120,13010,09,15,17,18,29,09,11,"117,031,592",0,0,34,"103,430","93,053,917",2013-01-23
1121,13009,10,17,19,27,29,05,12,"100,586,068",5,"5,809,955",75,"39,572","92,051,355",2013-01-21
1122,13008,02,07,25,29,34,03,06,"124,053,473",1,"10,000,000",13,"422,851","103,090,366",2013-01-19
1123,13007,14,29,32,33,34,03,06,"116,585,204",2,"5,000,000",87,"12,000","93,622,278",2013-01-16
1124,13006,08,20,25,31,32,05,07,"126,585,204",1,"9,579,253",42,"104,370","91,873,354",2013-01-14
1125,13005,18,22,26,28,31,10,12,"123,594,996",0,0,25,"205,565","102,731,749",2013-01-12
1126,13004,07,08,12,20,25,03,07,"101,548,129",4,"5,949,602",53,"55,795","93,113,469",2013-01-09
1127,13003,01,16,18,21,31,09,12,"120,141,232",1,"10,000,000",29,"173,939","92,114,091",2013-01-07
1128,13002,04,20,27,31,32,06,12,"108,094,375",0,0,14,"346,173","97,887,870",2013-01-05
1129,13001,06,09,11,31,32,05,11,"87,583,599",0,0,18,"206,504","82,539,302",2013-01-02
1130,12154,03,26,27,31,32,03,09,"69,462,813",0,0,20,"178,258","85,173,381",2012-12-31
1131,12153,08,09,10,13,22,05,10,"54,890,188",1,"5,000,000",28,"153,153","92,912,437",2012-12-29
1132,12152,04,17,26,33,34,02,08,"42,430,665",6,"5,000,000",30,"135,756","86,036,210",2012-12-26
1133,12151,03,19,20,24,33,03,04,"69,714,376",0,0,24,"158,969","84,629,482",2012-12-24
1134,12150,02,14,18,24,31,02,03,"51,830,291",0,0,12,"426,703","93,073,171",2012-12-22
1135,12149,02,10,23,33,34,05,10,"30,708,485",2,"5,000,000",39,"83,375","86,183,124",2012-12-19
1136,12148,04,16,27,29,34,06,11,"32,076,134",2,"5,000,000",44,"81,411","86,921,952",2012-12-17
1137,12147,02,03,17,19,33,02,09,"28,529,333",2,"5,000,000",14,"351,175","95,259,080",2012-12-15
1138,12146,01,10,13,17,26,06,08,"22,302,458",3,"5,000,000",30,"143,280","88,326,469",2012-12-12
1139,12145,05,22,31,33,35,06,09,"22,893,881",1,"5,000,000",51,"37,323","83,242,808",2012-12-10
1140,12144,11,13,14,21,29,01,10,"3,369,368",15,"5,345,297",35,"132,393","100,893,900",2012-12-08
1141,12143,09,27,29,30,31,03,06,"102,870,962",2,"6,025,581",101,"12,297","90,699,066",2012-12-05
1142,12142,15,19,29,34,35,07,10,"109,794,215",1,"8,569,317",58,"50,494","90,411,341",2012-12-03
1143,12141,03,11,19,23,34,02,12,"109,227,850",1,"10,000,000",53,"77,703","97,483,582",2012-12-01
1144,12140,07,17,27,28,29,09,10,"102,910,036",10,"5,274,814",169,"12,000","89,995,813",2012-11-28
1145,12139,09,10,12,22,25,04,11,"159,798,479",3,"6,779,507",46,"82,131","89,470,036",2012-11-26
1146,12138,13,17,27,31,33,06,12,"168,189,135",4,"6,985,552",43,"95,230","99,444,792",2012-11-24
1147,12137,03,12,20,21,27,01,06,"176,275,822",3,"6,731,203",27,"164,876","92,645,458",2012-11-21
1148,12136,02,23,29,30,31,01,04,"187,811,157",2,"6,399,609",106,"18,747","93,630,031",2012-11-19
1149,12135,03,05,17,18,33,06,07,"195,352,677",0,0,34,"143,708","99,774,197",2012-11-17
1150,12134,01,06,18,32,35,02,07,"174,119,756",2,"7,083,957",70,"34,907","90,893,857",2012-11-14
1151,12133,05,07,13,29,30,01,05,"177,867,882",0,0,24,"185,749","91,763,431",2012-11-12
1152,12132,05,08,21,25,33,01,11,"158,224,875",3,"6,760,872",126,"25,631","99,422,591",2012-11-10
1153,12131,02,16,18,27,30,08,12,"165,300,948",1,"10,000,000",29,"106,385","90,069,224",2012-11-07
1154,12130,14,19,23,29,30,06,07,"162,055,982",1,"8,206,711",21,"135,733","87,503,658",2012-11-05
1155,12129,01,07,21,28,31,03,09,"162,359,872",1,"10,000,000",30,"113,161","94,242,307",2012-11-03
1156,12128,09,10,19,30,31,04,11,"158,101,513",13,"5,000,000",136,"12,000","86,991,830",2012-10-31
1157,12127,12,13,14,25,35,10,12,"232,101,513",1,"10,000,000",31,"138,429","87,738,452",2012-10-29
1158,12126,13,14,21,28,29,05,10,"222,582,953",0,0,21,"239,654","95,611,728",2012-10-27
1159,12125,06,14,17,22,35,01,02,"202,092,498",0,0,28,"146,921","86,722,271",2012-10-24
1160,12124,07,11,19,20,35,05,10,"185,343,410",1,"9,732,065",55,"47,510","84,938,472",2012-10-22
1161,12123,05,08,18,30,33,01,09,"183,245,311",2,"7,423,207",44,"60,961","92,384,268",2012-10-20
1162,12122,23,24,25,29,31,03,12,"185,975,688",1,"10,000,000",55,"70,347","84,662,712",2012-10-17
1163,12121,07,18,20,29,30,05,06,"180,675,093",6,"5,797,310",59,"50,260","85,404,825",2012-10-15
1164,12120,02,10,21,23,29,03,04,"205,781,709",1,"9,920,032",52,"57,143","93,463,759",2012-10-13
1165,12119,05,06,09,19,32,06,09,"203,401,661",1,"10,000,000",25,"134,869","84,197,556",2012-10-10
1166,12118,05,17,25,30,33,01,12,"198,330,008",0,0,30,"131,161","82,368,464",2012-10-08
1167,12117,01,12,18,21,33,07,08,"181,213,469",2,"7,174,572",134,"17,809","86,058,922",2012-10-06
1168,12116,01,11,18,20,22,07,10,"184,689,749",0,0,24,"133,899","72,022,417",2012-10-03
1169,12115,01,06,13,19,23,06,09,"169,023,532",0,0,9,"440,674","69,446,925",2012-10-01
1170,12114,03,06,21,33,35,01,07,"154,150,771",0,0,18,"274,665","89,017,250",2012-09-29
1171,12113,03,10,22,27,29,03,12,"133,756,829",2,"6,159,271",84,"16,202","80,773,978",2012-09-26
1172,12112,01,02,28,31,35,05,07,"140,279,011",2,"7,509,082",26,"138,505","81,099,610",2012-09-24
1173,12111,01,24,25,30,33,04,11,"143,493,586",0,0,17,"235,216","88,314,707",2012-09-22
1174,12110,01,11,17,19,26,05,12,"125,852,385",5,"5,832,108",33,"72,231","81,741,224",2012-09-19
1175,12109,01,22,30,32,35,09,11,"144,611,573",4,"6,225,248",42,"70,721","81,799,464",2012-09-17
1176,12108,06,07,12,24,35,02,06,"157,260,079",1,"10,000,000",48,"68,970","90,264,220",2012-09-15
1177,12107,04,07,09,22,33,01,03,"153,914,360",0,0,28,"138,633","81,786,911",2012-09-12
1178,12106,15,23,25,29,31,09,10,"137,174,318",2,"7,920,817",15,"231,810","80,675,002",2012-09-10
1179,12105,05,06,14,15,31,06,08,"138,411,865",2,"7,761,792",26,"152,455","89,754,073",2012-09-08
1180,12104,16,18,24,25,27,04,09,"140,640,872",0,0,20,"205,246","81,198,871",2012-09-05
1181,12103,02,09,18,23,24,01,04,"121,552,988",1,"9,663,383",21,"224,066","79,540,358",2012-09-03
1182,12102,02,04,06,13,35,04,08,"118,360,865",1,"10,000,000",22,"207,994","87,514,716",2012-09-01
1183,12101,02,05,08,09,31,03,07,"109,329,359",1,"5,000,000",16,"231,955","80,597,889",2012-08-29
1184,12100,07,09,13,19,27,01,03,"97,280,598",11,"5,299,455",40,"62,386","81,304,308",2012-08-27
1185,12099,12,18,24,25,32,02,12,"160,992,010",0,0,17,"289,212","90,063,317",2012-08-25
1186,12098,02,11,28,29,30,06,12,"140,602,551",1,"7,690,908",47,"54,156","82,055,498",2012-08-22
1187,12097,09,17,24,29,32,01,02,"142,144,368",1,"10,000,000",26,"112,192","80,344,147",2012-08-20
1188,12096,05,10,19,24,35,08,09,"138,933,742",0,0,44,"78,763","88,805,215",2012-08-18
1189,12095,06,09,22,27,30,08,12,"122,925,022",2,"7,260,601",29,"132,377","81,331,179",2012-08-15
1190,12094,02,14,23,32,35,01,10,"127,108,672",2,"6,712,149",26,"98,269","78,940,678",2012-08-13
1191,12093,02,16,21,31,33,04,11,"133,431,285",1,"10,000,000",22,"204,182","88,134,396",2012-08-11
1192,12092,08,09,23,25,31,02,12,"124,289,219",2,"7,033,397",23,"138,762","77,673,891",2012-08-08
1193,12091,03,10,28,31,33,01,09,"129,358,969",1,"7,921,491",28,"104,572","78,967,695",2012-08-06
1194,12090,02,21,27,29,33,02,10,"130,347,386",1,"10,000,000",37,"100,333","86,568,483",2012-08-04
1195,12089,06,12,21,29,32,06,11,"125,297,322",0,0,23,"159,223","78,492,327",2012-08-01
1196,12088,13,17,24,30,35,02,10,"108,698,300",2,"7,856,000",14,"224,000","77,824,388",2012-07-30
1197,12087,01,06,07,21,31,04,11,"110,130,296",1,"5,000,000",16,"261,323","87,077,255",2012-07-28
1198,12086,03,20,25,29,32,05,10,"95,922,991",0,0,17,"201,532","78,946,927",2012-07-25
1199,12085,07,18,29,31,33,10,12,"82,168,393",7,"5,470,189",33,"84,670","79,262,178",2012-07-23
1200,12084,21,24,27,29,31,01,02,"122,538,709",1,"9,773,682",31,"149,762","87,316,969",2012-07-21
1201,12083,16,19,28,29,31,05,08,"119,081,870",1,"10,000,000",26,"141,296","80,519,889",2012-07-18
1202,12082,02,04,09,10,15,08,10,"114,033,805",2,"8,572,096",22,"173,824","80,587,602",2012-07-16
1203,12081,10,16,17,30,35,01,08,"113,317,516",1,"9,538,563",36,"107,580","88,440,294",2012-07-14
1204,12080,11,12,14,25,28,02,05,"110,424,961",0,0,19,"209,925","80,420,397",2012-07-11
1205,12079,01,05,25,32,33,01,10,"92,633,784",1,"5,000,000",11,"421,285","79,358,981",2012-07-09
1206,12078,01,02,23,25,35,05,12,"80,255,739",4,"5,000,000",38,"107,431","90,043,223",2012-07-07
1207,12077,10,30,32,33,34,02,03,"82,771,249",5,"5,000,000",135,"12,000","80,443,734",2012-07-04
1208,12076,02,14,16,22,24,02,05,"110,771,249",0,0,14,"378,898","80,072,550",2012-07-02
1209,12075,07,09,10,18,22,05,10,"90,026,538",0,0,24,"180,579","91,308,852",2012-06-30
1210,12074,10,22,23,30,32,01,07,"70,930,242",50,"5,124,457",47,"77,398","89,310,405",2012-06-27
1211,12073,18,23,29,33,34,02,07,"311,595,963",1,"10,000,000",25,"155,368","88,041,836",2012-06-25
1212,12072,04,08,17,22,25,04,10,"306,680,564",0,0,23,"198,049","96,524,190",2012-06-23
1213,12071,13,23,29,31,34,06,08,"286,925,096",2,"7,112,532",33,"119,225","91,655,172",2012-06-20
1214,12070,09,22,23,32,34,06,08,"292,784,939",0,0,28,"137,976","90,123,786",2012-06-18
1215,12069,02,04,22,25,34,02,11,"276,745,169",1,"10,000,000",14,"387,023","101,566,246",2012-06-16
1216,12068,01,21,31,32,35,03,06,"263,814,038",0,0,70,"23,820","89,260,141",2012-06-13
1217,12067,20,22,27,30,33,01,02,"256,596,305",1,"10,000,000",19,"216,836","88,206,089",2012-06-11
1218,12066,01,20,25,29,33,04,06,"247,731,515",0,0,20,"217,826","98,611,893",2012-06-09
1219,12065,10,22,28,29,34,05,11,"227,963,752",2,"7,656,219",41,"82,748","90,420,169",2012-06-06
