,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
470,17046,04,17,20,23,30,02,03,"3,769,992,914",7,"7,154,756",116,"71,833","214,822,695",2017-04-24
471,17045,01,08,11,21,35,09,12,"3,791,214,185",2,"10,000,000",58,"198,950","236,182,140",2017-04-22
472,17044,11,16,17,18,25,02,09,"3,753,218,411",2,"10,000,000",66,"142,780","219,158,986",2017-04-19
473,17043,06,13,22,25,35,09,12,"3,726,032,789",2,"10,000,000",39,"220,005","189,775,514",2017-04-17
474,17042,02,17,31,33,34,01,07,"3,699,831,558",3,"9,501,645",74,"110,653","202,920,322",2017-04-15
475,17041,02,04,06,25,31,05,09,"3,696,768,216",2,"10,000,000",34,"288,506","187,473,970",2017-04-12
476,17040,04,06,10,23,29,09,11,"3,682,847,590",5,"7,343,490",112,"68,767","183,016,793",2017-04-10
477,17039,05,06,14,17,26,03,08,"3,696,565,737",1,"10,000,000",182,"42,579","202,116,551",2017-04-08
478,17038,04,05,13,18,27,03,09,"3,670,337,332",4,"8,078,810",63,"120,249","183,323,685",2017-04-05
479,17037,13,15,16,32,34,06,11,"3,676,610,111",0,0,172,"49,161","172,182,359",2017-04-03
480,17036,01,04,09,18,33,02,05,"3,638,673,625",1,"10,000,000",67,"146,181","207,193,403",2017-04-01
481,17035,14,17,22,30,33,07,12,"3,606,190,192",11,"6,041,708",143,"49,967","191,121,882",2017-03-29
482,17034,06,12,21,26,29,02,11,"3,657,628,827",2,"10,000,000",58,"147,755","188,394,105",2017-03-27
483,17033,15,22,23,25,34,05,11,"3,638,317,243",2,"10,000,000",75,"119,443","206,676,911",2017-03-25
484,17032,02,13,14,18,29,03,09,"3,612,033,002",1,"10,000,000",33,"243,657","190,004,398",2017-03-22
485,17031,02,16,17,30,32,02,09,"3,582,956,408",5,"7,864,769",77,"93,890","185,528,267",2017-03-20
486,17030,21,22,24,29,34,05,06,"3,590,538,407",0,0,83,"104,627","203,209,977",2017-03-18
487,17029,01,06,14,17,29,01,11,"3,541,799,422",0,0,59,"163,414","189,003,450",2017-03-15
488,17028,06,18,22,23,33,09,11,"3,490,596,212",3,"10,000,000",75,"107,131","185,993,221",2017-03-13
489,17027,08,17,25,33,34,03,11,"3,480,957,577",5,"8,569,144",124,"66,308","206,383,912",2017-03-11
490,17026,10,14,19,25,32,02,07,"3,483,244,837",4,"9,734,049",34,"262,153","186,355,566",2017-03-08
491,17025,10,16,19,20,34,04,05,"3,479,144,224",2,"10,000,000",49,"160,881","183,593,080",2017-03-06
492,17024,21,23,29,32,35,11,12,"3,471,058,022",3,"10,000,000",73,"131,828","206,593,265",2017-03-04
493,17023,05,08,12,24,34,07,10,"3,455,027,875",1,"10,000,000",97,"72,605","183,366,943",2017-03-01
494,17022,02,03,09,17,24,06,12,"3,427,151,759",0,0,39,"250,053","188,485,187",2017-02-27
495,17021,01,15,17,20,26,06,08,"3,379,016,481",1,"10,000,000",89,"92,353","201,103,341",2017-02-25
496,17020,16,21,24,27,28,04,07,"3,350,612,688",6,"6,970,810",117,"54,136","181,168,570",2017-02-22
497,17019,02,06,14,23,25,02,10,"3,371,542,925",11,"6,272,113",57,"145,860","182,158,151",2017-02-20
498,17018,06,07,10,17,23,01,09,"3,418,876,151",2,"10,000,000",52,"173,164","200,875,000",2017-02-18
499,17017,04,19,24,26,29,04,06,"3,392,699,037",3,"10,000,000",70,"124,952","182,067,186",2017-02-15
500,17016,03,13,28,30,33,09,10,"3,382,818,218",3,"10,000,000",84,"97,252","181,455,349",2017-02-13
501,17015,01,07,19,27,34,01,02,"3,373,917,243",3,"10,000,000",83,"112,410","196,382,532",2017-02-11
502,17014,04,08,15,24,25,02,05,"3,358,297,383",1,"10,000,000",68,"119,082","173,798,704",2017-02-08
503,17013,05,12,17,30,34,11,12,"3,335,198,533",1,"10,000,000",43,"191,627","176,214,923",2017-02-06
504,17012,04,05,24,26,35,07,12,"3,309,200,241",2,"10,000,000",48,"188,622","199,177,937",2017-02-04
505,17011,05,15,21,29,34,06,09,"3,296,873,997",4,"7,753,983",57,"140,980","193,935,932",2017-01-25
506,17010,04,10,13,18,35,01,02,"3,305,544,582",7,"6,781,359",42,"225,866","185,249,696",2017-01-23
507,17009,05,06,08,12,22,03,04,"3,334,512,408",1,"10,000,000",76,"123,464","203,513,636",2017-01-21
508,17008,03,04,09,25,32,02,04,"3,299,550,616",2,"10,000,000",48,"183,841","184,148,162",2017-01-18
509,17007,08,11,17,25,27,02,04,"3,283,292,218",3,"10,000,000",54,"163,945","185,767,086",2017-01-16
510,17006,04,06,23,32,33,05,06,"3,269,026,898",13,"6,247,111",127,"63,619","206,891,305",2017-01-14
511,17005,05,09,20,26,35,02,11,"3,313,392,877",0,0,72,"124,767","188,095,935",2017-01-11
512,17004,05,08,11,28,31,06,07,"3,269,100,289",4,"8,648,787",97,"73,849","186,673,580",2017-01-09
513,17003,03,05,06,13,22,09,12,"3,270,524,644",2,"10,000,000",46,"211,393","206,276,983",2017-01-07
514,17002,07,12,14,31,34,09,11,"3,252,308,112",1,"10,000,000",112,"94,533","192,781,724",2017-01-04
515,17001,07,09,20,31,33,08,10,"3,214,884,037",8,"6,898,280",89,"81,529","186,624,920",2017-01-02
516,16154,06,16,17,21,29,04,06,"3,235,556,086",10,"6,729,997",92,"101,048","226,398,958",2016-12-31
517,16153,13,18,25,29,35,03,11,"3,271,932,474",0,0,59,"160,380","196,228,015",2016-12-28
518,16152,08,17,22,24,30,05,11,"3,224,085,510",3,"9,894,220",97,"93,852","194,727,932",2016-12-26
519,16151,04,07,11,14,21,05,12,"3,219,661,079",5,"7,764,199",101,"89,308","219,111,783",2016-12-24
520,16150,01,10,18,24,29,07,10,"3,229,738,187",106,"5,002,840",2251,"15,000","188,065,956",2016-12-21
521,16149,01,02,03,12,33,04,09,"3,816,313,703",2,"10,000,000",96,"73,600","189,963,373",2016-12-19
522,16148,05,14,15,23,25,06,08,"3,806,985,330",3,"10,000,000",70,"136,062","210,580,973",2016-12-17
523,16147,07,19,20,28,30,04,12,"3,791,177,687",22,"5,356,179",413,"15,000","186,538,144",2016-12-14
524,16146,21,22,25,29,34,01,11,"3,915,756,735",4,"9,377,831",56,"182,464","191,944,792",2016-12-12
525,16145,01,09,11,17,28,03,08,"3,913,126,519",4,"8,669,836",224,"24,515","209,502,660",2016-12-10
526,16144,04,05,13,22,31,05,10,"3,914,443,711",3,"10,000,000",75,"113,410","191,810,527",2016-12-07
527,16143,04,06,22,27,31,06,07,"3,904,182,884",3,"10,000,000",59,"145,073","188,839,857",2016-12-05
528,16142,01,06,17,23,26,06,12,"3,899,078,595",1,"10,000,000",51,"206,031","208,883,904",2016-12-03
529,16141,02,06,07,19,28,11,12,"3,857,570,669",2,"10,000,000",91,"105,391","193,465,971",2016-11-30
530,16140,12,16,23,29,34,04,11,"3,845,393,921",9,"7,220,551",121,"79,106","188,081,802",2016-11-28
531,16139,13,21,30,31,35,01,08,"3,864,958,511",1,"10,000,000",42,"225,438","200,772,078",2016-11-26
532,16138,12,13,16,29,35,05,11,"3,826,489,200",2,"10,000,000",39,"226,343","179,140,283",2016-11-23
533,16137,07,20,23,29,34,02,10,"3,807,220,445",2,"10,000,000",63,"119,261","181,006,344",2016-11-21
534,16136,05,06,07,19,23,04,11,"3,791,740,200",2,"10,000,000",425,"15,144","204,254,202",2016-11-19
535,16135,01,10,12,18,35,01,12,"3,770,081,323",2,"10,000,000",59,"185,221","187,947,049",2016-11-16
536,16134,01,03,31,32,34,02,07,"3,741,306,383",3,"10,000,000",53,"163,435","185,722,161",2016-11-14
537,16133,01,04,05,23,28,05,09,"3,724,999,633",4,"8,706,060",38,"238,903","203,224,114",2016-11-12
538,16132,04,18,19,22,35,01,02,"3,726,472,243",2,"10,000,000",38,"243,586","180,524,624",2016-11-09
539,16131,06,13,25,28,30,02,07,"3,705,987,913",6,"7,083,984",89,"73,205","172,418,049",2016-11-07
540,16130,11,23,32,33,34,01,12,"3,722,891,036",10,"7,114,758",64,"147,130","200,057,806",2016-11-05
541,16129,07,08,19,30,35,08,09,"3,745,975,912",3,"9,693,425",91,"86,455","180,262,598",2016-11-02
542,16128,17,20,22,30,33,07,08,"3,742,471,490",5,"8,206,736",87,"86,762","178,307,590",2016-10-31
543,16127,01,05,15,24,26,09,10,"3,747,064,984",2,"10,000,000",28,"368,223","192,473,077",2016-10-29
544,16126,11,13,16,19,24,06,08,"3,727,343,868",4,"8,943,883",47,"171,203","176,733,833",2016-10-26
545,16125,06,07,08,28,30,01,02,"3,727,254,222",1,"10,000,000",76,"105,159","179,128,075",2016-10-24
546,16124,04,13,24,26,29,08,11,"3,693,174,707",0,0,36,"233,216","191,410,193",2016-10-22
547,16123,04,05,13,20,32,01,10,"3,651,778,795",0,0,74,"139,892","179,976,965",2016-10-19
548,16122,01,03,12,14,29,02,06,"3,603,748,957",0,0,39,"229,813","178,700,027",2016-10-17
549,16121,04,05,08,15,20,01,06,"3,559,509,834",5,"8,110,981",67,"128,067","196,550,154",2016-10-15
550,16120,03,10,20,32,34,04,07,"3,565,337,019",5,"8,218,445",45,"170,108","177,521,772",2016-10-12
551,16119,02,03,09,21,22,05,10,"3,569,855,994",4,"8,573,445",98,"87,730","175,765,163",2016-10-10
552,16118,12,15,18,24,29,03,11,"3,571,935,089",2,"10,000,000",123,"65,868","195,629,351",2016-10-08
553,16117,03,09,14,16,23,02,09,"3,557,096,623",5,"7,676,957",36,"200,413","159,626,154",2016-10-05
554,16116,04,06,08,19,34,10,12,"3,566,017,216",2,"10,000,000",22,"357,126","157,717,027",2016-10-03
555,16115,01,04,15,31,34,02,11,"3,547,923,720",0,0,43,"229,239","188,778,020",2016-10-01
556,16114,16,17,20,32,33,03,07,"3,502,839,878",6,"7,458,089",32,"240,465","173,340,048",2016-09-28
557,16113,10,11,17,30,34,03,12,"3,515,191,923",3,"10,000,000",56,"149,794","177,637,883",2016-09-26
558,16112,07,22,23,31,32,04,05,"3,502,750,201",1,"10,000,000",64,"130,955","199,351,193",2016-09-24
559,16111,04,09,22,26,27,02,12,"3,467,679,525",1,"10,000,000",92,"86,588","181,731,808",2016-09-21
560,16110,07,20,21,23,30,07,10,"3,442,910,758",8,"6,772,123",72,"92,985","179,311,987",2016-09-19
561,16109,03,25,28,31,34,11,12,"3,466,514,047",2,"10,000,000",50,"198,739","193,626,665",2016-09-17
562,16108,10,17,22,23,25,07,09,"3,437,657,318",7,"6,542,310",104,"50,797","173,106,306",2016-09-14
563,16107,02,06,19,24,26,04,06,"3,462,561,196",7,"6,607,125",44,"175,322","174,509,999",2016-09-12
564,16106,03,21,30,33,35,01,04,"3,493,879,603",6,"7,312,443",139,"52,781","191,510,252",2016-09-10
565,16105,08,11,31,34,35,01,02,"3,509,923,337",1,"10,000,000",55,"173,380","175,645,150",2016-09-07
566,16104,01,20,22,23,30,06,07,"3,475,855,899",3,"10,000,000",46,"196,336","176,312,231",2016-09-05
567,16103,05,14,20,23,29,03,11,"3,461,843,842",3,"10,000,000",76,"107,797","196,977,631",2016-09-03
568,16102,03,05,06,34,35,03,12,"3,449,353,717",0,0,55,"155,538","177,794,219",2016-08-31
569,16101,04,06,28,33,35,07,12,"3,405,154,941",1,"10,000,000",24,"379,420","176,690,621",2016-08-29
570,16100,08,12,19,26,30,02,12,"3,372,470,173",1,"10,000,000",145,"67,260","194,558,808",2016-08-27
571,16099,03,04,12,14,27,01,05,"3,337,125,371",1,"10,000,000",41,"229,363","176,499,869",2016-08-24
572,16098,08,09,11,20,29,04,05,"3,309,928,561",4,"7,630,986",101,"56,705","174,126,611",2016-08-22
573,16097,06,08,18,31,33,10,12,"3,318,516,210",1,"10,000,000",55,"182,570","194,470,665",2016-08-20
574,16096,01,06,08,12,21,05,10,"3,279,830,818",5,"7,280,272",63,"123,759","176,201,944",2016-08-17
575,16095,08,12,18,19,21,03,06,"3,296,613,494",2,"9,779,074",93,"71,663","172,149,445",2016-08-15
576,16094,01,14,16,17,18,05,07,"3,293,149,626",7,"7,651,464",47,"180,781","193,668,600",2016-08-13
577,16093,01,08,14,30,35,06,07,"3,305,502,727",5,"8,033,290",104,"68,481","174,774,485",2016-08-10
578,16092,02,13,31,33,34,07,11,"3,311,199,962",2,"10,000,000",44,"172,219","175,425,164",2016-08-08
579,16091,08,13,17,21,22,02,08,"3,290,154,296",3,"10,000,000",43,"193,067","194,108,585",2016-08-06
580,16090,04,06,08,28,32,07,12,"3,277,357,768",1,"10,000,000",40,"228,071","177,705,779",2016-08-03
581,16089,07,14,17,28,34,07,10,"3,245,924,700",0,0,57,"143,575","173,986,818",2016-08-01
582,16088,04,06,17,21,30,06,11,"3,206,441,463",1,"10,000,000",52,"157,378","191,906,681",2016-07-30
583,16087,03,16,17,23,25,07,09,"3,178,408,229",2,"10,000,000",57,"138,645","173,941,407",2016-07-27
584,16086,03,05,22,25,30,07,09,"3,165,240,870",2,"10,000,000",45,"163,813","170,252,092",2016-07-25
585,16085,14,15,27,31,32,01,07,"3,154,382,762",47,"5,355,451",97,"76,135","188,292,705",2016-07-23
586,16084,08,12,15,26,35,01,08,"3,379,034,576",0,0,35,"244,199","168,397,590",2016-07-20
587,16083,01,05,09,33,35,01,05,"3,337,317,109",6,"7,073,427",87,"71,429","172,863,465",2016-07-18
588,16082,03,08,23,28,29,02,07,"3,354,316,977",6,"7,670,901",76,"102,289","189,939,641",2016-07-16
589,16081,06,07,18,21,33,03,08,"3,364,881,401",1,"10,000,000",75,"94,118","171,324,058",2016-07-13
590,16080,15,20,29,30,33,07,12,"3,336,763,346",4,"9,120,909",54,"133,795","173,241,722",2016-07-11
591,16079,07,14,15,20,27,05,10,"3,335,784,172",2,"10,000,000",61,"145,812","192,640,889",2016-07-09
592,16078,07,18,29,31,35,05,11,"3,316,339,129",1,"10,000,000",48,"150,604","176,031,216",2016-07-06
593,16077,09,11,14,16,35,02,05,"3,290,546,304",1,"10,000,000",24,"362,071","174,576,074",2016-07-04
594,16076,03,08,10,17,31,05,06,"3,259,813,305",4,"9,767,946",51,"173,379","196,154,295",2016-07-02
595,16075,03,07,17,22,31,08,12,"3,255,540,118",4,"9,256,229",54,"163,291","176,883,798",2016-06-29
596,16074,01,05,07,11,14,03,08,"3,253,621,821",0,0,29,"308,116","175,722,061",2016-06-27
597,16073,07,14,17,24,27,08,10,"3,212,539,589",9,"6,617,923",216,"35,457","194,352,348",2016-06-25
598,16072,16,20,24,26,31,04,09,"3,244,300,482",2,"10,000,000",37,"196,081","175,717,401",2016-06-22
599,16071,08,15,19,20,33,07,12,"3,228,188,881",0,0,85,"90,176","175,417,801",2016-06-20
600,16070,02,09,13,19,23,05,07,"3,188,361,100",2,"10,000,000",57,"154,856","197,159,296",2016-06-18
601,16069,14,17,19,23,30,02,09,"3,168,678,368",0,0,43,"172,894","178,476,614",2016-06-15
602,16068,05,07,22,26,34,07,12,"3,130,353,378",2,"10,000,000",73,"105,067","177,410,817",2016-06-13
603,16067,02,08,11,13,19,02,08,"3,112,353,931",7,"6,834,426",61,"118,226","193,116,655",2016-06-11
604,16066,10,28,29,31,33,05,11,"3,134,209,189",2,"10,000,000",46,"218,229","174,801,414",2016-06-08
605,16065,01,09,18,22,24,11,12,"3,110,745,172",2,"10,000,000",38,"225,905","181,371,568",2016-06-06
606,16064,01,02,10,18,35,05,11,"3,091,375,735",1,"10,000,000",81,"118,266","203,000,672",2016-06-04
607,16063,08,12,22,27,35,05,09,"3,048,747,028",14,"5,840,860",64,"124,023","183,210,569",2016-06-01
608,16062,02,10,14,15,35,01,09,"3,132,059,059",1,"10,000,000",68,"135,737","188,425,995",2016-05-30
609,16061,09,15,17,21,23,07,12,"3,093,759,024",3,"10,000,000",52,"192,296","215,033,704",2016-05-28
610,16060,02,06,22,27,34,08,11,"3,077,037,661",1,"10,000,000",22,"400,797","196,515,573",2016-05-25
611,16059,02,10,27,28,33,05,07,"3,043,271,917",2,"10,000,000",61,"143,169","202,819,144",2016-05-23
612,16058,02,15,17,23,28,05,09,"3,014,713,549",4,"9,731,041",41,"250,353","229,058,692",2016-05-21
613,16057,08,17,19,23,30,03,08,"3,009,402,657",7,"7,002,637",93,"89,132","213,023,494",2016-05-18
614,16056,10,12,14,31,35,04,05,"3,032,443,827",3,"10,000,000",86,"99,307","210,790,992",2016-05-16
615,16055,06,21,27,30,34,04,09,"3,015,190,001",1,"10,000,000",52,"158,077","226,059,390",2016-05-14
616,16054,02,05,09,21,30,06,07,"2,979,083,994",1,"10,000,000",58,"141,766","205,932,685",2016-05-11
617,16053,04,13,15,30,35,03,05,"2,944,900,065",0,0,36,"232,271","201,842,185",2016-05-09
618,16052,08,14,19,20,33,10,11,"2,899,026,352",3,"9,927,164",166,"52,598","223,301,686",2016-05-07
619,16051,16,21,23,24,32,07,08,"2,893,688,412",1,"10,000,000",26,"321,949","207,454,874",2016-05-04
620,16050,07,17,21,29,35,04,05,"2,861,932,628",0,0,41,"199,431","188,690,604",2016-05-02
621,16049,03,04,05,27,33,04,09,"2,815,398,495",3,"10,000,000",31,"309,766","225,571,411",2016-04-30
622,16048,04,12,17,25,27,04,10,"2,796,673,004",7,"6,841,100",364,"15,478","211,943,223",2016-04-27
623,16047,02,03,23,29,32,05,09,"2,818,458,597",2,"10,000,000",63,"151,835","209,248,189",2016-04-25
624,16046,03,19,22,32,34,08,12,"2,802,250,699",1,"10,000,000",51,"210,082","234,063,155",2016-04-23
625,16045,07,11,25,30,33,02,08,"2,751,851,987",2,"10,000,000",79,"84,640","208,877,948",2016-04-20
626,16044,01,06,10,20,31,05,11,"2,741,738,778",1,"10,000,000",38,"220,169","209,144,746",2016-04-18
627,16043,01,09,16,33,34,09,12,"2,702,567,559",2,"10,000,000",55,"200,654","228,715,316",2016-04-16
628,16042,02,06,08,19,24,01,06,"2,664,544,915",6,"8,767,057",34,"306,819","214,155,413",2016-04-13
629,16041,12,23,24,27,34,03,06,"2,665,901,627",4,"8,286,971",57,"142,554","181,468,695",2016-04-11
630,16040,20,22,29,30,35,01,06,"2,670,147,850",2,"10,000,000",98,"98,591","195,762,857",2016-04-09
631,16039,01,08,16,22,28,04,05,"2,644,960,121",1,"10,000,000",128,"56,639","175,964,032",2016-04-06
632,16038,03,07,09,15,33,05,12,"2,619,796,551",1,"10,000,000",28,"290,425","162,789,486",2016-04-04
633,16037,03,05,13,24,34,03,05,"2,591,557,138",4,"9,893,072",39,"250,605","190,154,993",2016-04-02
634,16036,07,15,26,30,31,03,06,"2,586,646,951",2,"10,000,000",65,"111,495","178,303,412",2016-03-30
635,16035,17,22,24,25,29,09,12,"2,569,760,622",0,0,33,"269,315","176,183,863",2016-03-28
636,16034,14,18,31,32,35,09,10,"2,529,363,336",3,"10,000,000",38,"263,586","196,686,078",2016-03-26
637,16033,03,14,15,31,35,09,10,"2,511,698,040",2,"10,000,000",54,"147,384","176,664,030",2016-03-23
638,16032,05,09,14,20,33,05,12,"2,493,009,722",2,"10,000,000",57,"161,918","177,132,305",2016-03-21
639,16031,03,14,24,27,29,04,11,"2,476,910,786",3,"10,000,000",65,"157,334","199,452,289",2016-03-19
640,16030,10,19,21,29,33,04,06,"2,465,972,725",5,"7,316,928",66,"117,400","177,689,118",2016-03-16
641,16029,20,26,27,29,32,05,12,"2,479,920,749",3,"8,208,990",46,"119,796","171,706,268",2016-03-14
642,16028,13,18,20,23,31,03,06,"2,483,217,739",2,"10,000,000",37,"212,750","189,419,722",2016-03-12
643,16027,06,11,13,15,28,02,06,"2,463,504,249",1,"10,000,000",39,"200,386","165,730,671",2016-03-09
644,16026,02,06,29,30,34,01,07,"2,437,434,650",2,"10,000,000",33,"286,308","172,906,063",2016-03-07
645,16025,03,06,13,23,24,07,10,"2,414,488,420",7,"6,817,484",107,"60,565","189,993,749",2016-03-05
646,16024,01,02,11,15,18,04,08,"2,434,908,381",3,"10,000,000",31,"293,421","175,020,852",2016-03-02
647,16023,04,09,14,25,27,06,11,"2,423,340,376",3,"9,980,529",37,"244,498","172,348,704",2016-02-29
648,16022,04,18,21,30,35,02,11,"2,418,520,496",5,"8,322,614",53,"171,287","189,772,716",2016-02-27
649,16021,01,04,09,10,35,09,11,"2,423,302,041",3,"10,000,000",21,"432,296","172,707,771",2016-02-24
650,16020,01,16,22,29,30,02,09,"2,413,910,892",3,"10,000,000",45,"169,545","171,343,959",2016-02-22
651,16019,04,11,15,20,26,08,09,"2,404,067,663",4,"8,500,974",111,"64,495","190,202,047",2016-02-20
652,16018,05,10,13,27,33,08,11,"2,406,571,046",9,"6,595,943",81,"75,696","168,872,599",2016-02-17
653,16017,11,18,24,28,29,05,10,"2,435,071,508",1,"10,000,000",32,"203,318","164,715,457",2016-02-15
654,16016,03,10,22,29,32,02,05,"2,412,371,190",0,0,110,"97,760","219,513,959",2016-02-06
655,16015,01,04,10,13,30,03,09,"2,358,276,843",1,"10,000,000",50,"126,080","175,834,905",2016-02-03
656,16014,06,08,21,24,27,02,10,"2,336,966,940",1,"10,000,000",37,"218,384","167,498,517",2016-02-01
657,16013,03,21,23,31,35,02,11,"2,308,385,677",4,"9,581,482",40,"246,681","196,083,786",2016-01-30
658,16012,05,07,11,23,28,03,12,"2,304,563,180",3,"9,927,745",68,"120,953","174,347,733",2016-01-27
659,16011,02,08,10,15,23,05,10,"2,299,985,144",4,"8,455,618",48,"152,113","165,598,768",2016-01-25
660,16010,12,13,15,16,28,02,05,"2,302,754,070",6,"7,946,166",32,"274,772","186,070,936",2016-01-23
661,16009,05,08,10,17,20,02,12,"2,311,006,265",2,"10,000,000",55,"127,973","176,511,721",2016-01-20
662,16008,05,12,31,34,35,04,05,"2,298,400,864",3,"8,861,198",76,"84,999","178,354,713",2016-01-18
663,16007,02,05,14,32,35,01,03,"2,298,709,549",0,0,39,"303,989","202,035,521",2016-01-16
664,16006,14,16,17,22,24,02,09,"2,247,031,342",3,"9,007,208",31,"298,056","180,497,252",2016-01-13
665,16005,06,09,12,15,20,08,11,"2,246,550,937",6,"6,921,443",123,"43,518","169,105,644",2016-01-11
666,16004,10,20,23,32,35,09,10,"2,264,943,524",1,"10,000,000",41,"221,591","191,871,662",2016-01-09
667,16003,04,12,17,22,26,06,07,"2,227,670,567",3,"8,789,527",59,"126,551","175,147,656",2016-01-06
668,16002,07,12,18,25,35,07,09,"2,228,413,817",2,"10,000,000",91,"76,006","173,986,996",2016-01-04
669,16001,01,07,19,20,30,05,10,"2,210,663,926",0,0,83,"90,901","191,171,493",2016-01-02
670,15153,01,07,22,27,33,02,11,"2,174,681,996",3,"9,835,181",52,"183,393","177,341,413",2015-12-30
671,15152,04,05,22,29,35,02,11,"2,169,835,751",1,"10,000,000",34,"270,382","173,577,818",2015-12-28
672,15151,15,16,18,30,35,01,07,"2,137,475,851",2,"10,000,000",45,"194,264","197,782,412",2015-12-26
673,15150,04,13,18,25,33,03,07,"2,118,309,429",4,"8,586,173",58,"120,005","175,439,825",2015-12-23
674,15149,04,06,10,12,28,02,08,"2,120,052,540",1,"10,000,000",41,"191,574","172,292,839",2015-12-21
675,15148,08,11,27,31,33,08,09,"2,090,620,190",3,"8,288,276",36,"207,954","186,856,040",2015-12-19
676,15147,01,02,13,18,19,08,10,"2,094,531,807",0,0,149,"39,141","167,621,529",2015-12-16
677,15146,04,15,19,27,31,04,11,"2,058,880,835",8,"7,328,084",62,"137,282","168,450,253",2015-12-14
678,15145,06,07,20,29,32,11,12,"2,075,176,701",0,0,60,"143,786","186,825,762",2015-12-12
679,15144,01,09,24,26,29,06,11,"2,031,681,187",6,"7,225,565",53,"142,351","164,903,129",2015-12-09
680,15143,09,20,31,33,35,10,11,"2,047,286,906",0,0,38,"219,379","170,425,278",2015-12-07
681,15142,12,14,22,26,30,03,06,"2,006,518,972",1,"10,000,000",35,"236,599","178,123,661",2015-12-05
682,15141,02,04,15,19,31,02,03,"1,982,691,329",2,"10,000,000",37,"214,588","169,075,319",2015-12-02
683,15140,01,11,15,26,35,06,11,"1,964,244,295",2,"10,000,000",40,"203,372","166,263,824",2015-11-30
684,15139,02,03,05,25,32,05,07,"1,947,298,377",3,"9,633,388",55,"170,653","183,764,171",2015-11-28
685,15138,01,16,20,29,32,04,07,"1,943,530,802",1,"10,000,000",19,"458,746","165,225,737",2015-11-25
686,15137,14,17,21,23,26,08,11,"1,912,625,918",6,"6,668,934",163,"33,527","163,579,669",2015-11-23
687,15136,05,20,23,29,32,02,10,"1,931,606,870",0,0,29,"313,506","183,355,072",2015-11-21
688,15135,05,16,20,25,29,06,08,"1,885,887,140",3,"8,326,096",55,"103,016","169,937,109",2015-11-18
689,15134,01,02,06,15,35,04,07,"1,888,647,564",1,"10,000,000",44,"166,325","166,723,168",2015-11-16
690,15133,03,07,08,25,30,04,08,"1,864,412,215",2,"10,000,000",65,"107,549","183,154,237",2015-11-14
691,15132,03,08,14,18,27,01,05,"1,847,218,046",4,"7,217,938",73,"77,107","167,451,867",2015-11-11
692,15131,11,17,19,20,27,02,03,"1,859,845,621",1,"10,000,000",34,"258,876","165,318,307",2015-11-09
693,15130,17,25,31,32,34,02,12,"1,829,288,227",0,0,42,"224,534","180,690,724",2015-11-07
694,15129,01,06,23,25,29,03,09,"1,787,749,312",0,0,47,"162,217","168,098,239",2015-11-04
695,15128,10,12,23,30,32,03,04,"1,745,843,042",0,0,58,"140,554","163,647,991",2015-11-02
696,15127,09,11,14,19,30,03,08,"1,707,307,787",2,"10,000,000",51,"150,417","177,658,247",2015-10-31
697,15126,04,05,08,09,21,03,06,"1,688,575,292",2,"10,000,000",39,"193,674","167,281,836",2015-10-28
698,15125,02,03,15,17,28,08,10,"1,676,808,840",0,0,66,"103,509","161,220,270",2015-10-26
699,15124,04,06,12,31,32,03,06,"1,644,462,021",1,"10,000,000",46,"183,164","178,740,598",2015-10-24
700,15123,04,15,27,29,30,02,10,"1,617,571,033",2,"10,000,000",29,"279,909","162,261,394",2015-10-21
701,15122,11,13,15,26,35,06,11,"1,598,150,469",1,"10,000,000",36,"222,914","163,688,001",2015-10-19
702,15121,02,04,17,27,28,04,06,"1,574,025,843",1,"10,000,000",65,"124,178","183,528,820",2015-10-17
703,15120,01,09,15,24,32,05,10,"1,542,943,366",12,"5,286,036",146,"15,000","163,693,770",2015-10-14
704,15119,01,08,12,16,21,06,11,"1,612,482,645",2,"10,000,000",73,"99,442","161,118,237",2015-10-12
705,15118,03,07,20,24,31,04,09,"1,598,506,448",1,"10,000,000",35,"234,588","179,404,233",2015-10-10
706,15117,06,17,20,30,33,10,11,"1,571,949,674",1,"10,000,000",27,"282,630","150,716,634",2015-10-07
707,15116,07,10,19,24,33,03,07,"1,546,620,811",1,"10,000,000",107,"57,318","140,096,862",2015-10-05
708,15115,08,12,13,14,16,03,09,"1,524,904,832",2,"10,000,000",51,"132,995","156,838,517",2015-10-03
709,15114,09,18,24,31,34,02,10,"1,512,320,825",2,"10,000,000",30,"287,412","153,812,339",2015-09-30
710,15113,01,14,21,29,33,02,10,"1,491,364,543",1,"10,000,000",55,"133,177","155,983,901",2015-09-28
711,15112,04,05,15,19,28,04,11,"1,466,183,380",12,"6,132,899",72,"83,506","173,737,414",2015-09-26
712,15111,07,08,16,24,28,03,10,"1,508,880,896",1,"10,000,000",42,"145,692","155,902,332",2015-09-23
713,15110,02,07,10,22,30,07,11,"1,495,014,019",3,"8,796,319",78,"91,163","156,934,105",2015-09-21
714,15109,01,06,11,22,31,03,12,"1,495,720,964",1,"10,000,000",29,"292,108","175,266,499",2015-09-19
715,15108,01,13,16,26,31,07,12,"1,462,391,575",1,"10,000,000",32,"250,464","161,998,296",2015-09-16
716,15107,03,23,25,28,29,06,07,"1,433,360,911",2,"9,681,100",72,"74,257","156,081,037",2015-09-14
