,no,num1,num2,num3,num4,num5,num6,num7,bonus_pool,one_count,one_bonus,two_count,two_bonus,sale,date
632,16038,03,07,09,15,33,05,12,2619796551.0,1,10000000.0,28,290425.0,162789486.0,2016-04-04
633,16037,03,05,13,24,34,03,05,2591557138.0,4,9893072.0,39,250605.0,190154993.0,2016-04-02
634,16036,07,15,26,30,31,03,06,2586646951.0,2,10000000.0,65,111495.0,178303412.0,2016-03-30
635,16035,17,22,24,25,29,09,12,2569760622.0,0,0.0,33,269315.0,176183863.0,2016-03-28
636,16034,14,18,31,32,35,09,10,2529363336.0,3,10000000.0,38,263586.0,196686078.0,2016-03-26
637,16033,03,14,15,31,35,09,10,2511698040.0,2,10000000.0,54,147384.0,176664030.0,2016-03-23
638,16032,05,09,14,20,33,05,12,2493009722.0,2,10000000.0,57,161918.0,177132305.0,2016-03-21
639,16031,03,14,24,27,29,04,11,2476910786.0,3,10000000.0,65,157334.0,199452289.0,2016-03-19
640,16030,10,19,21,29,33,04,06,2465972725.0,5,7316928.0,66,117400.0,177689118.0,2016-03-16
641,16029,20,26,27,29,32,05,12,2479920749.0,3,8208990.0,46,119796.0,171706268.0,2016-03-14
642,16028,13,18,20,23,31,03,06,2483217739.0,2,10000000.0,37,212750.0,189419722.0,2016-03-12
643,16027,06,11,13,15,28,02,06,2463504249.0,1,10000000.0,39,200386.0,165730671.0,2016-03-09
644,16026,02,06,29,30,34,01,07,2437434650.0,2,10000000.0,33,286308.0,172906063.0,2016-03-07
645,16025,03,06,13,23,24,07,10,2414488420.0,7,6817484.0,107,60565.0,189993749.0,2016-03-05
646,16024,01,02,11,15,18,04,08,2434908381.0,3,10000000.0,31,293421.0,175020852.0,2016-03-02
647,16023,04,09,14,25,27,06,11,2423340376.0,3,9980529.0,37,244498.0,172348704.0,2016-02-29
648,16022,04,18,21,30,35,02,11,2418520496.0,5,8322614.0,53,171287.0,189772716.0,2016-02-27
649,16021,01,04,09,10,35,09,11,2423302041.0,3,10000000.0,21,432296.0,172707771.0,2016-02-24
650,16020,01,16,22,29,30,02,09,2413910892.0,3,10000000.0,45,169545.0,171343959.0,2016-02-22
651,16019,04,11,15,20,26,08,09,2404067663.0,4,8500974.0,111,64495.0,190202047.0,2016-02-20
652,16018,05,10,13,27,33,08,11,2406571046.0,9,6595943.0,81,75696.0,168872599.0,2016-02-17
653,16017,11,18,24,28,29,05,10,2435071508.0,1,10000000.0,32,203318.0,164715457.0,2016-02-15
654,16016,03,10,22,29,32,02,05,2412371190.0,0,0.0,110,97760.0,219513959.0,2016-02-06
655,16015,01,04,10,13,30,03,09,2358276843.0,1,10000000.0,50,126080.0,175834905.0,2016-02-03
656,16014,06,08,21,24,27,02,10,2336966940.0,1,10000000.0,37,218384.0,167498517.0,2016-02-01
657,16013,03,21,23,31,35,02,11,2308385677.0,4,9581482.0,40,246681.0,196083786.0,2016-01-30
658,16012,05,07,11,23,28,03,12,2304563180.0,3,9927745.0,68,120953.0,174347733.0,2016-01-27
659,16011,02,08,10,15,23,05,10,2299985144.0,4,8455618.0,48,152113.0,165598768.0,2016-01-25
660,16010,12,13,15,16,28,02,05,2302754070.0,6,7946166.0,32,274772.0,186070936.0,2016-01-23
661,16009,05,08,10,17,20,02,12,2311006265.0,2,10000000.0,55,127973.0,176511721.0,2016-01-20
662,16008,05,12,31,34,35,04,05,2298400864.0,3,8861198.0,76,84999.0,178354713.0,2016-01-18
663,16007,02,05,14,32,35,01,03,2298709549.0,0,0.0,39,303989.0,202035521.0,2016-01-16
664,16006,14,16,17,22,24,02,09,2247031342.0,3,9007208.0,31,298056.0,180497252.0,2016-01-13
665,16005,06,09,12,15,20,08,11,2246550937.0,6,6921443.0,123,43518.0,169105644.0,2016-01-11
666,16004,10,20,23,32,35,09,10,2264943524.0,1,10000000.0,41,221591.0,191871662.0,2016-01-09
667,16003,04,12,17,22,26,06,07,2227670567.0,3,8789527.0,59,126551.0,175147656.0,2016-01-06
668,16002,07,12,18,25,35,07,09,2228413817.0,2,10000000.0,91,76006.0,173986996.0,2016-01-04
669,16001,01,07,19,20,30,05,10,2210663926.0,0,0.0,83,90901.0,191171493.0,2016-01-02
670,15153,01,07,22,27,33,02,11,2174681996.0,3,9835181.0,52,183393.0,177341413.0,2015-12-30
671,15152,04,05,22,29,35,02,11,2169835751.0,1,10000000.0,34,270382.0,173577818.0,2015-12-28
672,15151,15,16,18,30,35,01,07,2137475851.0,2,10000000.0,45,194264.0,197782412.0,2015-12-26
673,15150,04,13,18,25,33,03,07,2118309429.0,4,8586173.0,58,120005.0,175439825.0,2015-12-23
674,15149,04,06,10,12,28,02,08,2120052540.0,1,10000000.0,41,191574.0,172292839.0,2015-12-21
675,15148,08,11,27,31,33,08,09,2090620190.0,3,8288276.0,36,207954.0,186856040.0,2015-12-19
676,15147,01,02,13,18,19,08,10,2094531807.0,0,0.0,149,39141.0,167621529.0,2015-12-16
677,15146,04,15,19,27,31,04,11,2058880835.0,8,7328084.0,62,137282.0,168450253.0,2015-12-14
678,15145,06,07,20,29,32,11,12,2075176701.0,0,0.0,60,143786.0,186825762.0,2015-12-12
679,15144,01,09,24,26,29,06,11,2031681187.0,6,7225565.0,53,142351.0,164903129.0,2015-12-09
680,15143,09,20,31,33,35,10,11,2047286906.0,0,0.0,38,219379.0,170425278.0,2015-12-07
681,15142,12,14,22,26,30,03,06,2006518972.0,1,10000000.0,35,236599.0,178123661.0,2015-12-05
682,15141,02,04,15,19,31,02,03,1982691329.0,2,10000000.0,37,214588.0,169075319.0,2015-12-02
683,15140,01,11,15,26,35,06,11,1964244295.0,2,10000000.0,40,203372.0,166263824.0,2015-11-30
684,15139,02,03,05,25,32,05,07,1947298377.0,3,9633388.0,55,170653.0,183764171.0,2015-11-28
685,15138,01,16,20,29,32,04,07,1943530802.0,1,10000000.0,19,458746.0,165225737.0,2015-11-25
686,15137,14,17,21,23,26,08,11,1912625918.0,6,6668934.0,163,33527.0,163579669.0,2015-11-23
687,15136,05,20,23,29,32,02,10,1931606870.0,0,0.0,29,313506.0,183355072.0,2015-11-21
688,15135,05,16,20,25,29,06,08,1885887140.0,3,8326096.0,55,103016.0,169937109.0,2015-11-18
689,15134,01,02,06,15,35,04,07,1888647564.0,1,10000000.0,44,166325.0,166723168.0,2015-11-16
690,15133,03,07,08,25,30,04,08,1864412215.0,2,10000000.0,65,107549.0,183154237.0,2015-11-14
691,15132,03,08,14,18,27,01,05,1847218046.0,4,7217938.0,73,77107.0,167451867.0,2015-11-11
692,15131,11,17,19,20,27,02,03,1859845621.0,1,10000000.0,34,258876.0,165318307.0,2015-11-09
693,15130,17,25,31,32,34,02,12,1829288227.0,0,0.0,42,224534.0,180690724.0,2015-11-07
694,15129,01,06,23,25,29,03,09,1787749312.0,0,0.0,47,162217.0,168098239.0,2015-11-04
695,15128,10,12,23,30,32,03,04,1745843042.0,0,0.0,58,140554.0,163647991.0,2015-11-02
696,15127,09,11,14,19,30,03,08,1707307787.0,2,10000000.0,51,150417.0,177658247.0,2015-10-31
697,15126,04,05,08,09,21,03,06,1688575292.0,2,10000000.0,39,193674.0,167281836.0,2015-10-28
698,15125,02,03,15,17,28,08,10,1676808840.0,0,0.0,66,103509.0,161220270.0,2015-10-26
699,15124,04,06,12,31,32,03,06,1644462021.0,1,10000000.0,46,183164.0,178740598.0,2015-10-24
700,15123,04,15,27,29,30,02,10,1617571033.0,2,10000000.0,29,279909.0,162261394.0,2015-10-21
701,15122,11,13,15,26,35,06,11,1598150469.0,1,10000000.0,36,222914.0,163688001.0,2015-10-19
702,15121,02,04,17,27,28,04,06,1574025843.0,1,10000000.0,65,124178.0,183528820.0,2015-10-17
703,15120,01,09,15,24,32,05,10,1542943366.0,12,5286036.0,146,15000.0,163693770.0,2015-10-14
704,15119,01,08,12,16,21,06,11,1612482645.0,2,10000000.0,73,99442.0,161118237.0,2015-10-12
705,15118,03,07,20,24,31,04,09,1598506448.0,1,10000000.0,35,234588.0,179404233.0,2015-10-10
706,15117,06,17,20,30,33,10,11,1571949674.0,1,10000000.0,27,282630.0,150716634.0,2015-10-07
707,15116,07,10,19,24,33,03,07,1546620811.0,1,10000000.0,107,57318.0,140096862.0,2015-10-05
708,15115,08,12,13,14,16,03,09,1524904832.0,2,10000000.0,51,132995.0,156838517.0,2015-10-03
709,15114,09,18,24,31,34,02,10,1512320825.0,2,10000000.0,30,287412.0,153812339.0,2015-09-30
710,15113,01,14,21,29,33,02,10,1491364543.0,1,10000000.0,55,133177.0,155983901.0,2015-09-28
711,15112,04,05,15,19,28,04,11,1466183380.0,12,6132899.0,72,83506.0,173737414.0,2015-09-26
712,15111,07,08,16,24,28,03,10,1508880896.0,1,10000000.0,42,145692.0,155902332.0,2015-09-23
713,15110,02,07,10,22,30,07,11,1495014019.0,3,8796319.0,78,91163.0,156934105.0,2015-09-21
714,15109,01,06,11,22,31,03,12,1495720964.0,1,10000000.0,29,292108.0,175266499.0,2015-09-19
715,15108,01,13,16,26,31,07,12,1462391575.0,1,10000000.0,32,250464.0,161998296.0,2015-09-16
716,15107,03,23,25,28,29,06,07,1433360911.0,2,9681100.0,72,74257.0,156081037.0,2015-09-14
717,15106,02,11,13,22,30,02,03,1430870722.0,3,10000000.0,77,109179.0,177777720.0,2015-09-12
718,15105,08,09,15,21,27,05,09,1420929062.0,8,6255530.0,79,76255.0,158749270.0,2015-09-09
719,15104,16,19,25,30,34,04,09,1456310407.0,4,9165291.0,33,233023.0,160775788.0,2015-09-07
720,15103,07,09,15,25,34,04,10,1455105281.0,4,8219715.0,45,144777.0,171173990.0,2015-09-05
721,15102,11,14,15,33,34,03,12,1459255310.0,3,10000000.0,42,198786.0,162086829.0,2015-09-02
722,15101,06,12,17,18,32,07,12,1449994950.0,2,10000000.0,60,113139.0,158243139.0,2015-08-31
723,15100,09,15,18,23,32,05,07,1439790281.0,0,0.0,66,119913.0,178385394.0,2015-08-29
724,15099,09,12,14,22,25,05,10,1401717848.0,1,10000000.0,60,118781.0,163494555.0,2015-08-26
725,15098,09,14,21,27,33,06,09,1376083288.0,5,7392129.0,123,44562.0,158809204.0,2015-08-24
726,15097,04,16,17,26,27,01,04,1385860648.0,11,5995473.0,295,20461.0,177707072.0,2015-08-22
727,15096,03,09,12,18,21,02,06,1435883288.0,4,8099057.0,76,82721.0,160650698.0,2015-08-19
728,15095,08,14,26,34,35,05,10,1440739717.0,2,10000000.0,51,95306.0,154621807.0,2015-08-17
729,15094,02,03,10,11,29,03,07,1435245222.0,5,7249018.0,57,141399.0,173594229.0,2015-08-15
730,15093,16,17,25,26,27,02,04,1451063553.0,3,8805364.0,95,53680.0,156928961.0,2015-08-12
731,15092,02,14,21,27,34,05,08,1451533975.0,2,10000000.0,41,169675.0,152197701.0,2015-08-10
732,15091,02,07,28,29,30,03,07,1443881668.0,12,5702251.0,91,60709.0,169440511.0,2015-08-08
733,15090,06,09,11,17,21,06,08,1512866237.0,4,8039435.0,76,84924.0,155099232.0,2015-08-05
734,15089,05,12,18,20,27,10,12,1518071721.0,0,0.0,59,127971.0,150454358.0,2015-08-03
735,15088,05,15,28,31,34,11,12,1483412687.0,2,10000000.0,24,381203.0,169930972.0,2015-08-01
736,15087,02,05,15,17,22,01,11,1470621295.0,2,10000000.0,29,261627.0,155740439.0,2015-07-29
737,15086,05,09,11,15,32,04,09,1464467337.0,2,9941256.0,51,90748.0,150984971.0,2015-07-27
738,15085,02,03,04,06,16,03,12,1461889590.0,1,10000000.0,43,211670.0,170011903.0,2015-07-25
739,15084,10,20,21,32,34,06,07,1426556903.0,2,10000000.0,56,112914.0,156104489.0,2015-07-22
740,15083,14,16,19,25,29,10,12,1413999921.0,1,10000000.0,28,283125.0,155306617.0,2015-07-20
741,15082,08,15,28,31,33,03,06,1386721781.0,0,0.0,73,95920.0,171399172.0,2015-07-18
742,15081,03,04,10,13,17,05,09,1354908004.0,3,9998951.0,28,258864.0,156405464.0,2015-07-15
743,15080,14,20,29,30,32,03,08,1350821094.0,19,5197889.0,107,18135.0,153920898.0,2015-07-13
744,15079,01,09,17,23,24,04,05,1449582407.0,2,10000000.0,43,185287.0,171422165.0,2015-07-11
745,15078,19,24,26,28,33,01,02,1439120707.0,1,10000000.0,31,288085.0,161483265.0,2015-07-08
746,15077,01,16,17,22,28,02,09,1410707518.0,3,9859169.0,68,83173.0,157870045.0,2015-07-06
747,15076,03,19,21,31,34,05,12,1407154321.0,3,10000000.0,35,249391.0,177379432.0,2015-07-04
748,15075,13,14,26,27,33,10,12,1400549959.0,1,10000000.0,28,277900.0,160238358.0,2015-07-01
749,15074,01,12,21,27,33,04,09,1369791223.0,0,0.0,26,309662.0,160608454.0,2015-06-29
750,15073,09,26,27,30,34,01,06,1328502863.0,4,8771668.0,43,186288.0,179205990.0,2015-06-27
751,15072,19,20,21,31,33,09,10,1329421453.0,18,5501180.0,255,21892.0,171587332.0,2015-06-24
752,15071,04,06,13,16,34,04,10,1431495361.0,2,10000000.0,58,125216.0,163767077.0,2015-06-22
753,15070,03,09,12,17,18,04,12,1414660916.0,1,10000000.0,56,162612.0,182602893.0,2015-06-20
754,15069,02,09,11,22,25,01,07,1381432966.0,7,6772403.0,120,50393.0,169115808.0,2015-06-17
755,15068,02,03,20,31,35,04,08,1402288984.0,3,10000000.0,27,348239.0,169586611.0,2015-06-15
756,15067,04,10,18,24,27,04,11,1393017834.0,7,7405864.0,87,100741.0,188803797.0,2015-06-13
757,15066,01,03,07,13,29,02,10,1407746553.0,1,10000000.0,35,277368.0,174501895.0,2015-06-10
758,15065,04,05,07,13,35,08,11,1371749617.0,2,10000000.0,48,160379.0,168372417.0,2015-06-08
759,15064,02,08,20,28,31,07,10,1358857647.0,3,9677929.0,64,129013.0,186654146.0,2015-06-06
760,15063,01,04,06,34,35,02,04,1355424220.0,0,0.0,40,260988.0,173199270.0,2015-06-03
761,15062,06,07,13,14,15,01,04,1309316213.0,1,10000000.0,62,156532.0,167993435.0,2015-06-01
762,15061,06,07,08,16,22,02,10,1275356607.0,5,8020321.0,66,118278.0,188282124.0,2015-05-30
763,15060,16,24,25,26,33,04,11,1281829945.0,7,7205019.0,64,114390.0,177925335.0,2015-05-27
764,15059,07,09,19,23,32,01,03,1297185227.0,1,10000000.0,69,101924.0,171661517.0,2015-05-25
765,15058,10,14,20,27,30,07,12,1272415378.0,1,10000000.0,33,261318.0,191940346.0,2015-05-23
766,15057,01,05,07,14,26,04,06,1239297755.0,0,0.0,39,180771.0,178811732.0,2015-05-20
767,15056,06,12,19,26,35,03,10,1203143440.0,5,8023380.0,45,198149.0,175035185.0,2015-05-18
768,15055,06,11,14,20,30,05,10,1210286220.0,9,6232010.0,90,64180.0,193677838.0,2015-05-16
769,15054,02,09,15,24,34,03,09,1245292482.0,7,6893459.0,100,83843.0,184055388.0,2015-05-13
770,15053,08,25,28,29,32,04,07,1268085740.0,3,9529078.0,65,121164.0,172582965.0,2015-05-11
771,15052,13,19,24,27,29,07,08,1265334320.0,1,10000000.0,78,121149.0,196811203.0,2015-05-09
772,15051,01,02,11,16,21,01,05,1237114602.0,2,10000000.0,88,96353.0,185896288.0,2015-05-06
773,15050,06,07,10,20,28,02,07,1214317771.0,3,8749315.0,232,19526.0,161208064.0,2015-05-04
774,15049,08,09,11,15,22,08,10,1215002201.0,2,10000000.0,45,173163.0,167521507.0,2015-05-02
775,15048,10,11,22,24,33,02,09,1201607522.0,4,7786959.0,42,168906.0,160313095.0,2015-04-29
776,15047,01,02,17,23,31,05,12,1209162913.0,2,10000000.0,80,90656.0,161867018.0,2015-04-27
777,15046,05,07,10,22,26,04,10,1197238200.0,9,6089599.0,146,38854.0,176335782.0,2015-04-25
778,15045,08,09,22,29,30,08,12,1236261155.0,3,8781839.0,197,29586.0,163552645.0,2015-04-22
779,15044,16,18,27,31,33,01,03,1236933448.0,0,0.0,63,126723.0,160136919.0,2015-04-20
780,15043,02,20,22,25,29,02,07,1201450734.0,2,10000000.0,38,221391.0,179164202.0,2015-04-18
781,15042,03,07,12,17,24,02,11,1178648370.0,5,7367374.0,74,83501.0,160724766.0,2015-04-15
782,15041,01,11,21,23,28,01,10,1189775444.0,21,5397755.0,149,42414.0,157324325.0,2015-04-13
783,15040,02,09,10,23,35,09,12,1338069698.0,1,10000000.0,55,146158.0,174893028.0,2015-04-11
784,15039,03,06,07,16,25,01,06,1310555606.0,0,0.0,46,168727.0,156374573.0,2015-04-08
785,15038,12,19,22,31,35,07,08,1275685338.0,2,10000000.0,65,119378.0,144104641.0,2015-04-06
786,15037,10,16,21,28,31,07,08,1266667677.0,2,10000000.0,74,102228.0,166837072.0,2015-04-04
787,15036,14,18,20,23,24,04,08,1251569256.0,1,10000000.0,32,209153.0,154432386.0,2015-04-01
788,15035,22,24,29,30,35,01,10,1230022010.0,2,10000000.0,88,79623.0,158651414.0,2015-03-30
789,15034,04,08,15,18,26,05,09,1218836194.0,5,7831863.0,73,99655.0,177041373.0,2015-03-28
790,15033,03,17,22,26,28,03,07,1226652726.0,0,0.0,44,145171.0,157398348.0,2015-03-25
791,15032,06,21,25,27,30,07,11,1196045799.0,2,10000000.0,62,100026.0,154307257.0,2015-03-23
792,15031,07,21,29,32,33,04,12,1185204347.0,3,10000000.0,60,132219.0,174951434.0,2015-03-21
793,15030,09,18,19,26,31,02,05,1177191244.0,1,10000000.0,76,81195.0,155910978.0,2015-03-18
794,15029,07,10,19,30,35,03,05,1156201713.0,0,0.0,74,84674.0,156821118.0,2015-03-16
795,15028,03,09,28,32,33,09,10,1125436730.0,4,7727358.0,107,55009.0,168916049.0,2015-03-14
796,15027,05,21,22,25,28,03,10,1132469279.0,1,10000000.0,48,144395.0,152329023.0,2015-03-11
797,15026,11,13,14,15,22,02,08,1108175348.0,6,6864076.0,37,161249.0,148668212.0,2015-03-09
798,15025,07,10,20,22,27,10,11,1127093621.0,2,10000000.0,57,125572.0,165356211.0,2015-03-07
799,15024,02,06,08,16,34,03,04,1110363550.0,0,0.0,26,273733.0,145281488.0,2015-03-04
800,15023,06,09,11,12,22,03,11,1075234387.0,1,10000000.0,83,71350.0,145197189.0,2015-03-02
801,15022,09,11,14,15,26,11,12,1052353522.0,0,0.0,33,257531.0,175842569.0,2015-02-28
802,15021,22,23,24,26,31,05,06,1011148456.0,0,0.0,43,157272.0,154390777.0,2015-02-25
803,15020,11,26,28,29,32,01,04,975106845.0,21,5865102.0,49,180170.0,179938437.0,2015-02-16
804,15019,02,08,16,22,24,01,03,1056985003.0,1,10000000.0,49,254839.0,202001607.0,2015-02-14
805,15018,04,07,10,23,31,03,07,1013044052.0,1,10000000.0,113,82211.0,183587012.0,2015-02-11
806,15017,07,13,16,17,29,01,07,980636543.0,1,10000000.0,75,116974.0,178974941.0,2015-02-09
807,15016,06,07,16,20,34,09,11,949403008.0,0,0.0,164,49292.0,208262620.0,2015-02-07
808,15015,01,05,13,17,32,04,11,901055602.0,8,5905475.0,79,46370.0,181763862.0,2015-02-04
809,15014,08,16,25,29,35,03,10,934144755.0,3,10000000.0,50,175328.0,181227543.0,2015-02-02
810,15013,11,15,25,28,35,07,10,922796421.0,0,0.0,40,226781.0,197604688.0,2015-01-31
811,15012,03,04,06,11,31,05,09,877629027.0,2,10000000.0,41,161425.0,175210148.0,2015-01-28
812,15011,04,13,22,25,30,01,06,867227273.0,16,6211643.0,186,42061.0,181219178.0,2015-01-26
813,15010,02,06,17,30,35,02,07,922553782.0,1,10000000.0,58,166880.0,208415367.0,2015-01-24
814,15009,17,22,26,27,33,06,10,885966276.0,0,0.0,55,158591.0,188166127.0,2015-01-21
815,15008,07,10,11,15,17,03,10,838917495.0,54,5350846.0,88,85830.0,187348140.0,2015-01-19
816,15007,02,07,08,14,31,04,08,1084804698.0,2,10000000.0,98,77735.0,207134099.0,2015-01-17
817,15006,06,08,30,32,33,03,07,1061791325.0,2,10000000.0,64,122162.0,187375191.0,2015-01-14
818,15005,11,14,15,18,19,07,08,1056022676.0,6,7975072.0,69,135230.0,187061405.0,2015-01-12
819,15004,03,12,14,18,28,05,06,1063303937.0,3,9644205.0,40,248150.0,211045780.0,2015-01-10
820,15003,12,19,27,28,34,01,12,1058932056.0,8,6794760.0,59,156326.0,192816707.0,2015-01-07
821,15002,03,14,20,26,32,06,10,1092064321.0,3,10000000.0,90,98741.0,194417743.0,2015-01-05
822,15001,08,09,19,27,30,06,07,1084864825.0,11,6208747.0,153,53300.0,216525466.0,2015-01-03
823,14154,05,12,17,23,28,02,09,1135404076.0,14,5913927.0,109,81189.0,206102484.0,2014-12-31
824,14153,01,08,13,24,32,05,10,1212140454.0,4,9037107.0,68,143133.0,197278961.0,2014-12-29
825,14152,05,12,18,24,33,01,05,1211422140.0,3,10000000.0,126,85285.0,220548247.0,2014-12-27
826,14151,03,08,26,31,32,08,12,1192625943.0,7,6987198.0,78,98775.0,200426121.0,2014-12-24
827,14150,19,21,30,33,35,05,07,1211404301.0,6,7050858.0,67,132908.0,199620079.0,2014-12-22
828,14149,02,13,19,26,35,01,05,1234346541.0,23,5849579.0,85,109364.0,223525491.0,2014-12-20
829,14148,03,09,10,11,20,07,09,1326828262.0,4,9318025.0,146,57656.0,199263390.0,2014-12-17
830,14147,05,09,14,26,34,02,09,1324845582.0,9,6543131.0,58,153503.0,203455020.0,2014-12-15
831,14146,02,16,23,24,28,10,11,1361277737.0,2,10000000.0,197,53974.0,254595224.0,2014-12-13
832,14145,15,19,22,24,26,10,11,1321185915.0,2,10000000.0,40,271725.0,200399143.0,2014-12-10
833,14144,01,21,24,25,35,04,11,1290463839.0,0,0.0,39,263431.0,199169295.0,2014-12-08
834,14143,01,11,14,18,25,06,10,1241070437.0,3,10000000.0,66,183630.0,223887126.0,2014-12-06
835,14142,18,21,25,28,30,04,06,1213685929.0,10,6504645.0,107,68621.0,200197897.0,2014-12-03
836,14141,04,17,20,26,29,05,08,1244535901.0,5,7942185.0,61,137838.0,201721661.0,2014-12-01
837,14140,01,19,20,25,34,07,12,1251566141.0,1,10000000.0,43,307985.0,228862423.0,2014-11-29
838,14139,03,05,07,15,34,01,10,1200995750.0,3,10000000.0,33,326240.0,206237565.0,2014-11-26
839,14138,01,07,29,32,34,09,12,1185612824.0,4,10000000.0,25,418179.0,204150642.0,2014-11-24
840,14137,02,11,16,22,34,02,05,1178643374.0,2,10000000.0,53,175018.0,228889406.0,2014-11-22
841,14136,04,18,20,34,35,07,11,1154305279.0,9,6580696.0,77,116563.0,210035293.0,2014-11-19
842,14135,20,26,28,30,35,09,12,1191956659.0,2,10000000.0,38,316405.0,207091316.0,2014-11-17
843,14134,02,05,07,11,32,09,12,1157903994.0,2,10000000.0,43,244459.0,231332680.0,2014-11-15
844,14133,02,08,12,14,18,04,12,1125548895.0,2,10000000.0,250,44271.0,210539527.0,2014-11-12
845,14132,01,03,04,19,32,01,07,1103993932.0,2,10000000.0,26,434759.0,207042551.0,2014-11-10
846,14131,03,16,19,23,27,03,07,1070373608.0,2,10000000.0,222,36617.0,229525923.0,2014-11-08
847,14130,02,18,31,32,33,05,07,1047946346.0,3,9832710.0,65,116010.0,204087496.0,2014-11-05
848,14129,07,22,28,30,32,05,06,1043803747.0,1,10000000.0,44,195460.0,203647528.0,2014-11-03
849,14128,02,04,16,22,34,08,11,1012105455.0,2,10000000.0,52,221454.0,213457949.0,2014-11-01
850,14127,02,04,06,15,19,02,11,980248197.0,3,10000000.0,28,394336.0,191283997.0,2014-10-29
851,14126,02,09,22,30,34,09,10,973284763.0,1,10000000.0,37,221647.0,188290135.0,2014-10-27
852,14125,12,15,19,23,31,04,10,941910615.0,2,10000000.0,114,77763.0,209429406.0,2014-10-25
853,14124,01,03,28,29,35,08,12,926501357.0,4,8967600.0,27,360690.0,188069407.0,2014-10-22
854,14123,01,09,12,22,25,02,09,926243050.0,3,9784550.0,34,249870.0,185788357.0,2014-10-20
855,14122,03,10,25,26,35,01,07,922321109.0,2,10000000.0,83,115949.0,210987138.0,2014-10-18
856,14121,13,16,18,22,32,08,10,903584105.0,3,9296431.0,64,137085.0,189841132.0,2014-10-15
857,14120,01,04,06,18,33,05,11,901617720.0,2,10000000.0,27,339635.0,177861722.0,2014-10-13
858,14119,04,08,09,13,18,08,12,876616071.0,1,10000000.0,91,93176.0,199847525.0,2014-10-11
859,14118,02,03,23,24,26,05,11,848491203.0,0,0.0,33,244438.0,177771292.0,2014-10-08
860,14117,03,14,17,18,33,06,09,806936584.0,2,10000000.0,45,133434.0,158204520.0,2014-10-06
861,14116,06,13,15,24,27,04,05,797914592.0,1,10000000.0,63,120272.0,165743086.0,2014-10-04
862,14115,01,05,26,29,30,02,10,770028734.0,2,10000000.0,47,159698.0,149573879.0,2014-10-01
863,14114,03,16,24,30,33,05,08,759165112.0,4,7238221.0,77,74863.0,162818645.0,2014-09-29
864,14113,02,13,17,19,23,01,06,770352154.0,5,7722784.0,57,128346.0,177747229.0,2014-09-27
865,14112,03,05,14,18,32,02,10,778946120.0,2,10000000.0,37,229873.0,161645347.0,2014-09-24
866,14111,11,16,18,20,29,03,04,766059220.0,0,0.0,32,253993.0,159305669.0,2014-09-22
867,14110,09,18,19,22,24,08,11,729018439.0,1,10000000.0,57,130823.0,176071215.0,2014-09-20
868,14109,15,18,20,21,23,01,02,707079547.0,5,8560406.0,39,218698.0,160457788.0,2014-09-17
869,14108,01,02,13,23,35,09,12,709422417.0,1,10000000.0,65,113416.0,159408053.0,2014-09-15
870,14107,05,13,14,21,34,08,10,691019481.0,1,10000000.0,53,156845.0,181325383.0,2014-09-13
871,14106,05,09,11,20,22,05,11,657364184.0,1,10000000.0,67,100367.0,162710870.0,2014-09-10
872,14105,04,10,26,29,32,04,08,634577614.0,2,10000000.0,54,126768.0,150824984.0,2014-09-08
873,14104,07,13,14,28,32,04,11,621617813.0,5,8234166.0,63,130673.0,176198779.0,2014-09-06
874,14103,14,20,23,25,26,10,12,626567022.0,1,10000000.0,44,199664.0,159163558.0,2014-09-03
875,14102,01,07,14,19,20,03,12,596966907.0,3,9256358.0,69,100215.0,160748402.0,2014-09-01
876,14101,09,10,12,17,28,03,11,595465040.0,0,0.0,88,77272.0,174450095.0,2014-08-30
877,14100,02,04,08,12,35,01,07,559791030.0,2,10000000.0,40,223353.0,162499795.0,2014-08-27
878,14099,15,21,22,23,33,01,07,541306441.0,3,10000000.0,52,171518.0,163978997.0,2014-08-25
879,14098,16,18,22,25,35,03,10,529856031.0,2,10000000.0,45,211357.0,184527907.0,2014-08-23
880,14097,03,15,20,21,23,07,09,508112843.0,1,10000000.0,33,267985.0,169611153.0,2014-08-20
881,14096,03,07,21,23,31,05,10,476575124.0,8,6383482.0,99,62566.0,167970220.0,2014-08-18
882,14095,06,22,30,31,34,05,06,508319326.0,4,8448139.0,44,154164.0,186569328.0,2014-08-16
883,14094,13,14,24,25,34,04,07,510765155.0,8,6429806.0,136,34644.0,168617295.0,2014-08-13
884,14093,03,08,30,32,34,09,11,538115272.0,0,0.0,63,128041.0,166087704.0,2014-08-11
885,14092,02,18,27,30,32,05,11,498422452.0,1,10000000.0,36,246536.0,185657187.0,2014-08-09
886,14091,10,16,18,29,32,02,07,466511258.0,1,10000000.0,42,188651.0,171622227.0,2014-08-06
887,14090,02,03,20,23,28,06,08,439724222.0,60,5182460.0,69,117087.0,176916628.0,2014-08-04
888,14089,02,08,12,29,30,07,12,897430770.0,9,6270293.0,119,48131.0,206285308.0,2014-08-02
889,14088,07,13,20,25,26,08,11,929910085.0,2,10000000.0,108,80866.0,183837153.0,2014-07-30
890,14087,04,07,31,33,35,09,10,916892029.0,1,10000000.0,55,134240.0,174787404.0,2014-07-28
891,14086,06,08,27,29,35,03,09,886731623.0,4,10000000.0,57,173491.0,201555668.0,2014-07-26
